,username,doc,query_date_year,query_date_month,query_date_day,query_date_weekday
81,mPOS,FMT_PA_0930,2017,2,10,5
82,mPOS,FMT_PA_0750,2017,2,10,5
83,mPOS,FMT_PA_0780,2017,2,10,5
84,mPOS,FMT_PA_0790,2017,2,10,5
85,mPOS,FMT_PA_0710,2017,2,10,5
86,001713,ODS_UNB_0460,2017,2,10,5
87,roxana,ODS_POS_7150,2017,2,10,5
88,user1,ODS_POS_0430,2017,2,10,5
89,roxana,ODS_POS_7150,2017,2,10,5
90,roxana,ODS_POS_7150,2017,2,10,5
91,002064,ODS_PA_0680,2017,2,9,4
92,002064,ODS_PA_0680,2017,2,9,4
93,roxana,ODS_FIN_1060,2017,2,8,3
94,mPOS,FMT_POS_0070,2017,2,8,3
95,mPOS,FMT_POS_0080,2017,2,8,3
96,mPOS,FMT_POS_0090,2017,2,8,3
97,mPOS,ODS_POS_0060,2017,2,8,3
98,mPOS,FMT_POS_0310,2017,2,8,3
99,mPOS,FMT_POS_0100,2017,2,8,3
100,mPOS,FMT_POS_0110,2017,2,8,3
101,mPOS,FMT_POS_0340,2017,2,8,3
102,mPOS,FMT_POS_0130,2017,2,8,3
103,mPOS,FMT_POS_0470,2017,2,8,3
104,mPOS,FMT_POS_0150,2017,2,8,3
105,mPOS,FMT_POS_0360,2017,2,8,3
106,mPOS,FMT_POS_0180,2017,2,8,3
107,mPOS,FMT_POS_0270,2017,2,8,3
108,mPOS,FMT_POS_0290,2017,2,8,3
109,mPOS,FMT_POS_0320,2017,2,8,3
110,mPOS,FMT_POS_1570,2017,2,8,3
111,mPOS,FMT_POS_7210,2017,2,8,3
112,mPOS,FMT_POS_7220,2017,2,8,3
113,mPOS,FMT_POS_7230,2017,2,8,3
114,mPOS,ODS_POS_1670,2017,2,8,3
115,mPOS,ODS_POS_7160,2017,2,8,3
116,mPOS,FMT_PA_0850,2017,2,8,3
117,mPOS,FMT_PA_0851,2017,2,8,3
118,mPOS,FMT_PA_0852,2017,2,8,3
119,mPOS,FMT_PA_0853,2017,2,8,3
120,mPOS,FMT_PA_0854,2017,2,8,3
121,mPOS,FMT_PA_0855,2017,2,8,3
122,mPOS,FMT_PA_0930,2017,2,8,3
123,mPOS,FMT_PA_0750,2017,2,8,3
124,mPOS,FMT_PA_0780,2017,2,8,3
125,mPOS,FMT_PA_0790,2017,2,8,3
126,mPOS,FMT_PA_0710,2017,2,8,3
127,mPOS,FMT_POS_0070,2017,2,10,5
128,mPOS,FMT_POS_0080,2017,2,10,5
129,mPOS,FMT_POS_0090,2017,2,10,5
130,mPOS,ODS_POS_0060,2017,2,10,5
131,mPOS,FMT_POS_0310,2017,2,10,5
132,mPOS,FMT_POS_0100,2017,2,10,5
133,mPOS,FMT_POS_0110,2017,2,10,5
134,mPOS,FMT_POS_0340,2017,2,10,5
135,mPOS,FMT_POS_0130,2017,2,10,5
136,mPOS,FMT_POS_0470,2017,2,10,5
137,mPOS,FMT_POS_0150,2017,2,10,5
138,mPOS,FMT_POS_0360,2017,2,10,5
139,mPOS,FMT_POS_0180,2017,2,10,5
140,mPOS,FMT_POS_0270,2017,2,10,5
141,mPOS,FMT_POS_0290,2017,2,10,5
142,mPOS,FMT_POS_0320,2017,2,10,5
143,mPOS,FMT_POS_1570,2017,2,10,5
144,mPOS,FMT_POS_7210,2017,2,10,5
145,mPOS,FMT_POS_7220,2017,2,10,5
146,mPOS,FMT_POS_7230,2017,2,10,5
147,mPOS,ODS_POS_1670,2017,2,10,5
148,mPOS,ODS_POS_7160,2017,2,10,5
149,mPOS,FMT_PA_0850,2017,2,10,5
150,mPOS,FMT_PA_0851,2017,2,10,5
151,mPOS,FMT_PA_0852,2017,2,10,5
152,mPOS,FMT_PA_0853,2017,2,10,5
153,mPOS,FMT_PA_0854,2017,2,10,5
154,mPOS,FMT_PA_0855,2017,2,10,5
155,mPOS,FMT_PA_0930,2017,2,10,5
156,mPOS,FMT_PA_0750,2017,2,10,5
157,mPOS,FMT_PA_0780,2017,2,10,5
158,mPOS,FMT_PA_0790,2017,2,10,5
159,mPOS,FMT_PA_0710,2017,2,10,5
160,mPOS,FMT_POS_0360,2017,2,16,4
161,roxana,ODS_POS_7150,2017,2,10,5
162,roxana,ODS_POS_7150,2017,2,10,5
163,000368,ODS_PA_0700_P,2017,2,9,4
164,000442,ODS_FIN_0890,2017,2,9,4
165,000442,ODS_FIN_0890,2017,2,9,4
166,000442,ODS_FIN_0891,2017,2,9,4
167,000442,ODS_FIN_0891,2017,2,9,4
168,000442,ODS_FIN_0892,2017,2,9,4
169,calvin,ODS_FIN_0571,2017,2,10,5
170,jesse,ODS_CLM_0360,2017,2,8,3
171,mPOS,FMT_CLM_0010,2017,2,8,3
172,mPOS,FMT_CLM_0010,2017,2,8,3
173,calvin,ODS_CLM_0440,2017,2,8,3
174,shiang,ODS_POS_1330,2017,2,8,3
175,shiang,ODS_POS_1160,2017,2,8,3
176,shiang,ODS_UNB_0260,2017,2,8,3
177,shiang,ODS_UNB_0260,2017,2,8,3
178,000124,ODS_FIN_0810,2017,2,8,3
179,000124,ODS_FIN_0810,2017,2,8,3
180,000124,ODS_FIN_0810,2017,2,8,3
181,user16,FMT_POS_0250,2017,2,10,5
182,user16,FMT_POS_0250,2017,2,10,5
183,user16,FMT_POS_0250,2017,2,10,5
184,roxana,ODS_FIN_0310,2017,2,10,5
185,roxana,ODS_FIN_0351,2017,2,14,2
186,roxana,ODS_FIN_0351,2017,2,14,2
187,roxana,ODS_FIN_0351,2017,2,14,2
188,roxana,ODS_FIN_0351,2017,2,14,2
189,roxana,ODS_INV_7100,2017,2,14,2
190,mPOS,FMT_POS_190,2017,4,19,3
191,mPOS,FMT_POS_190,2017,4,19,3
192,mPOS,FMT_POS_190,2017,4,19,3
193,mPOS,FMT_POS_0290,2017,4,19,3
194,mPOS,FMT_POS_0070,2017,2,10,5
195,mPOS,FMT_POS_0080,2017,2,10,5
196,mPOS,FMT_POS_0090,2017,2,10,5
197,mPOS,ODS_POS_0060,2017,2,10,5
198,mPOS,FMT_POS_0310,2017,2,10,5
199,mPOS,FMT_POS_0100,2017,2,10,5
200,mPOS,FMT_POS_0110,2017,2,10,5
201,mPOS,FMT_POS_0340,2017,2,10,5
202,mPOS,FMT_POS_0130,2017,2,10,5
203,mPOS,FMT_POS_0470,2017,2,10,5
204,mPOS,FMT_POS_0150,2017,2,10,5
205,mPOS,FMT_POS_0360,2017,2,10,5
206,mPOS,FMT_POS_0180,2017,2,10,5
207,mPOS,FMT_POS_0270,2017,2,10,5
208,mPOS,FMT_POS_0290,2017,2,10,5
209,mPOS,FMT_POS_0320,2017,2,10,5
210,mPOS,FMT_POS_1570,2017,2,10,5
211,mPOS,FMT_POS_7210,2017,2,10,5
212,mPOS,FMT_POS_7220,2017,2,10,5
213,mPOS,FMT_POS_7230,2017,2,10,5
214,mPOS,ODS_POS_1670,2017,2,10,5
215,mPOS,ODS_POS_7160,2017,2,10,5
216,mPOS,FMT_PA_0850,2017,2,10,5
217,mPOS,FMT_PA_0851,2017,2,10,5
218,mPOS,FMT_PA_0852,2017,2,10,5
219,mPOS,FMT_PA_0853,2017,2,10,5
220,mPOS,FMT_PA_0854,2017,2,10,5
221,mPOS,FMT_PA_0855,2017,2,10,5
222,mPOS,FMT_PA_0930,2017,2,10,5
223,mPOS,FMT_PA_0750,2017,2,10,5
224,mPOS,FMT_PA_0780,2017,2,10,5
225,mPOS,FMT_PA_0790,2017,2,10,5
226,mPOS,FMT_PA_0710,2017,2,10,5
227,weiting,ODS_FIN_1340,2017,2,10,5
228,mPOS,FMT_CLM_0020,2017,2,10,5
229,roxana,ODS_FIN_0730,2017,2,10,5
230,roxana,ODS_FIN_1340,2017,2,10,5
231,mPOS,FMT_CLM_0020,2017,2,10,5
232,mPOS,FMT_CLM_0020,2017,2,10,5
233,mPOS,FMT_CLM_0020,2017,2,10,5
234,mPOS,FMT_CLM_0020,2017,2,10,5
235,calvin,ODS_FIN_0570,2017,2,10,5
236,user1,ODS_POS_1410,2017,2,10,5
237,NBJENIA,ODS_UNB_0680,2017,2,10,5
238,mPOS,FMT_CLM_0020,2017,2,10,5
239,weiting,ODS_FIN_1340,2017,2,10,5
240,002064,ODS_PA_0701_P,2017,2,10,5
241,000442,ODS_FIN_0610,2017,2,9,4
242,000442,ODS_FIN_0610,2017,2,9,4
243,000368,ODS_PA_0631_P,2017,2,9,4
244,000761,FMT_POS_1120,2017,2,9,4
245,calvin,ODS_CLM_0440,2017,2,9,4
246,user1,ODS_POS_1320,2017,2,9,4
247,001751,ODS_UNB_0260,2017,2,9,4
248,000442,ODS_FIN_0910,2017,2,9,4
249,000442,ODS_FIN_1020,2017,2,9,4
250,000442,ODS_FIN_0910,2017,2,9,4
251,user3,ODS_FIN_1060,2017,2,9,4
252,mPOS,FMT_POS_190,2017,2,9,4
253,mPOS,FMT_POS_190,2017,2,9,4
254,mPOS,FMT_POS_190,2017,2,9,4
255,mPOS,FMT_POS_190,2017,2,9,4
256,mPOS,FMT_POS_190,2017,2,9,4
257,mPOS,FMT_POS_190,2017,2,9,4
258,roxana,ODS_INV_7200,2017,2,14,2
259,user18,FMT_POS_0290,2017,2,14,2
260,roxana,ODS_FIN_0310,2017,2,14,2
261,001980,FMT_POS_0160,2017,2,14,2
262,000622,FMT_POS_0160,2017,2,14,2
263,000622,FMT_POS_0160,2017,2,14,2
264,invdaphne,ODS_INV_7200,2017,2,14,2
265,000622,FMT_POS_0160,2017,2,14,2
266,000622,FMT_POS_0160,2017,2,14,2
267,000622,FMT_POS_0160,2017,2,14,2
268,000622,FMT_POS_0160,2017,2,14,2
269,002064,ODS_PA_0680,2017,2,9,4
270,mPOS,FMT_POS_0070,2017,2,14,2
271,mPOS,FMT_POS_0080,2017,2,14,2
272,mPOS,FMT_POS_0090,2017,2,14,2
273,mPOS,ODS_POS_0060,2017,2,14,2
274,mPOS,FMT_POS_0310,2017,2,14,2
275,mPOS,FMT_POS_0100,2017,2,14,2
276,mPOS,FMT_POS_0110,2017,2,14,2
277,mPOS,FMT_POS_0340,2017,2,14,2
278,mPOS,FMT_POS_0130,2017,2,14,2
279,mPOS,FMT_POS_0470,2017,2,14,2
280,mPOS,FMT_POS_0150,2017,2,14,2
281,mPOS,FMT_POS_0360,2017,2,14,2
282,mPOS,FMT_POS_0180,2017,2,14,2
283,mPOS,FMT_POS_0270,2017,2,14,2
284,mPOS,FMT_POS_0290,2017,2,14,2
285,mPOS,FMT_POS_0320,2017,2,14,2
286,mPOS,FMT_POS_1570,2017,2,14,2
287,mPOS,FMT_POS_7210,2017,2,14,2
288,mPOS,FMT_POS_7220,2017,2,14,2
289,mPOS,FMT_POS_7230,2017,2,14,2
290,mPOS,ODS_POS_1670,2017,2,14,2
291,mPOS,ODS_POS_7160,2017,2,14,2
292,mPOS,FMT_PA_0850,2017,2,14,2
293,mPOS,FMT_PA_0851,2017,2,14,2
294,mPOS,FMT_PA_0852,2017,2,14,2
295,mPOS,FMT_PA_0853,2017,2,14,2
296,mPOS,FMT_PA_0854,2017,2,14,2
297,mPOS,FMT_PA_0855,2017,2,14,2
298,mPOS,FMT_PA_0930,2017,2,14,2
299,mPOS,FMT_PA_0750,2017,2,14,2
300,mPOS,FMT_PA_0780,2017,2,14,2
301,mPOS,FMT_PA_0790,2017,2,14,2
302,mPOS,FMT_PA_0710,2017,2,14,2
303,mPOS,FMT_POS_190,2017,2,14,2
304,roxana,ODS_FIN_0351,2017,2,14,2
305,roxana,ODS_FIN_0351,2017,2,14,2
306,roxana,ODS_FIN_0351,2017,2,14,2
307,calvin,ODS_FIN_1040,2017,2,14,2
308,calvin,ODS_FIN_1040,2017,2,14,2
309,calvin,ODS_FIN_1060,2017,2,14,2
310,calvin,ODS_FIN_0910,2017,2,14,2
311,calvin,ODS_FIN_0570,2017,2,10,5
312,calvin,ODS_FIN_0571,2017,2,10,5
313,calvin,ODS_FIN_0572,2017,2,10,5
314,calvin,ODS_FIN_0573,2017,2,10,5
315,mPOS,FMT_POS_0070,2017,2,14,2
316,mPOS,FMT_POS_0080,2017,2,14,2
317,mPOS,FMT_POS_0090,2017,2,14,2
318,mPOS,ODS_POS_0060,2017,2,14,2
319,mPOS,FMT_POS_0310,2017,2,14,2
320,mPOS,FMT_POS_0100,2017,2,14,2
321,mPOS,FMT_POS_0110,2017,2,14,2
322,mPOS,FMT_POS_0340,2017,2,14,2
323,mPOS,FMT_POS_0130,2017,2,14,2
324,mPOS,FMT_POS_0470,2017,2,14,2
325,mPOS,FMT_POS_0150,2017,2,14,2
326,mPOS,FMT_POS_0360,2017,2,14,2
327,mPOS,FMT_POS_0180,2017,2,14,2
328,mPOS,FMT_POS_0270,2017,2,14,2
329,mPOS,FMT_POS_0290,2017,2,14,2
330,mPOS,FMT_POS_0320,2017,2,14,2
331,mPOS,FMT_POS_1570,2017,2,14,2
332,mPOS,FMT_POS_7210,2017,2,14,2
333,mPOS,FMT_POS_7220,2017,2,14,2
334,mPOS,FMT_POS_7230,2017,2,14,2
335,mPOS,ODS_POS_1670,2017,2,14,2
336,mPOS,ODS_POS_7160,2017,2,14,2
337,mPOS,FMT_PA_0850,2017,2,14,2
338,mPOS,FMT_PA_0851,2017,2,14,2
339,mPOS,FMT_PA_0852,2017,2,14,2
340,mPOS,FMT_PA_0853,2017,2,14,2
341,mPOS,FMT_PA_0854,2017,2,14,2
342,mPOS,FMT_PA_0855,2017,2,14,2
343,mPOS,FMT_PA_0930,2017,2,14,2
344,mPOS,FMT_PA_0750,2017,2,14,2
345,mPOS,FMT_PA_0780,2017,2,14,2
346,mPOS,FMT_PA_0790,2017,2,14,2
347,mPOS,FMT_PA_0710,2017,2,14,2
348,mPOS,FMT_POS_0070,2017,2,14,2
349,mPOS,FMT_POS_0080,2017,2,14,2
350,mPOS,FMT_POS_0090,2017,2,14,2
351,mPOS,ODS_POS_0060,2017,2,14,2
352,mPOS,FMT_POS_0310,2017,2,14,2
353,mPOS,FMT_POS_0100,2017,2,14,2
354,mPOS,FMT_POS_0110,2017,2,14,2
355,mPOS,FMT_POS_0340,2017,2,14,2
356,mPOS,FMT_POS_0130,2017,2,14,2
357,mPOS,FMT_POS_0470,2017,2,14,2
358,mPOS,FMT_POS_0150,2017,2,14,2
359,mPOS,FMT_POS_0360,2017,2,14,2
360,mPOS,FMT_POS_0180,2017,2,14,2
361,mPOS,FMT_POS_0270,2017,2,14,2
362,mPOS,FMT_POS_0290,2017,2,14,2
363,mPOS,FMT_POS_0320,2017,2,14,2
364,mPOS,FMT_POS_1570,2017,2,14,2
365,mPOS,FMT_POS_7210,2017,2,14,2
366,mPOS,FMT_POS_7220,2017,2,14,2
367,mPOS,FMT_POS_7230,2017,2,14,2
368,mPOS,ODS_POS_1670,2017,2,14,2
369,mPOS,ODS_POS_7160,2017,2,14,2
370,mPOS,FMT_PA_0850,2017,2,14,2
371,mPOS,FMT_PA_0851,2017,2,14,2
372,mPOS,FMT_PA_0852,2017,2,14,2
373,mPOS,FMT_PA_0853,2017,2,14,2
374,mPOS,FMT_PA_0854,2017,2,14,2
375,mPOS,FMT_PA_0855,2017,2,14,2
376,mPOS,FMT_PA_0930,2017,2,14,2
377,mPOS,FMT_PA_0750,2017,2,14,2
378,mPOS,FMT_PA_0780,2017,2,14,2
379,mPOS,FMT_PA_0790,2017,2,14,2
380,mPOS,FMT_PA_0710,2017,2,14,2
381,mPOS,FMT_POS_0070,2017,2,14,2
382,mPOS,FMT_POS_0080,2017,2,14,2
383,mPOS,FMT_POS_0090,2017,2,14,2
384,mPOS,ODS_POS_0060,2017,2,14,2
385,mPOS,FMT_POS_0310,2017,2,14,2
386,mPOS,FMT_POS_0100,2017,2,14,2
387,mPOS,FMT_POS_0110,2017,2,14,2
388,mPOS,FMT_POS_0340,2017,2,14,2
389,mPOS,FMT_POS_0130,2017,2,14,2
390,mPOS,FMT_POS_0470,2017,2,14,2
391,mPOS,FMT_POS_0150,2017,2,14,2
392,mPOS,FMT_POS_0360,2017,2,14,2
393,mPOS,FMT_POS_0180,2017,2,14,2
394,mPOS,FMT_POS_0270,2017,2,14,2
395,mPOS,FMT_POS_0290,2017,2,14,2
396,mPOS,FMT_POS_0320,2017,2,14,2
397,mPOS,FMT_POS_1570,2017,2,14,2
398,mPOS,FMT_POS_7210,2017,2,14,2
399,mPOS,FMT_POS_7220,2017,2,14,2
400,mPOS,FMT_POS_7230,2017,2,14,2
401,mPOS,ODS_POS_1670,2017,2,14,2
402,mPOS,ODS_POS_7160,2017,2,14,2
403,mPOS,FMT_PA_0850,2017,2,14,2
404,mPOS,FMT_PA_0851,2017,2,14,2
405,mPOS,FMT_PA_0852,2017,2,14,2
406,mPOS,FMT_PA_0853,2017,2,14,2
407,mPOS,FMT_PA_0854,2017,2,14,2
408,mPOS,FMT_PA_0855,2017,2,14,2
409,mPOS,FMT_PA_0930,2017,2,14,2
410,mPOS,FMT_PA_0750,2017,2,14,2
411,mPOS,FMT_PA_0780,2017,2,14,2
412,mPOS,FMT_PA_0790,2017,2,14,2
413,mPOS,FMT_PA_0710,2017,2,14,2
414,calvin,ODS_FIN_0351,2017,2,14,2
415,user13,FMT_POS_0190,2017,2,14,2
416,user13,FMT_POS_0190,2017,2,14,2
417,001332,ODS_FIN_0860,2017,2,10,5
418,001332,ODS_FIN_0860,2017,2,10,5
419,mPOS,FMT_POS_0070,2017,2,10,5
420,mPOS,FMT_POS_0080,2017,2,10,5
421,mPOS,FMT_POS_0090,2017,2,10,5
422,mPOS,ODS_POS_0060,2017,2,10,5
423,mPOS,FMT_POS_0310,2017,2,10,5
424,mPOS,FMT_POS_0100,2017,2,10,5
425,mPOS,FMT_POS_0110,2017,2,10,5
426,mPOS,FMT_POS_0340,2017,2,10,5
427,mPOS,FMT_POS_0130,2017,2,10,5
428,mPOS,FMT_POS_0470,2017,2,10,5
429,mPOS,FMT_POS_0150,2017,2,10,5
430,mPOS,FMT_POS_0360,2017,2,10,5
431,mPOS,FMT_POS_0180,2017,2,10,5
432,mPOS,FMT_POS_0270,2017,2,10,5
433,mPOS,FMT_POS_0290,2017,2,10,5
434,mPOS,FMT_POS_0320,2017,2,10,5
435,mPOS,FMT_POS_1570,2017,2,10,5
436,mPOS,FMT_POS_7210,2017,2,10,5
437,mPOS,FMT_POS_7220,2017,2,10,5
438,mPOS,FMT_POS_7230,2017,2,10,5
439,mPOS,ODS_POS_1670,2017,2,10,5
440,mPOS,ODS_POS_7160,2017,2,10,5
441,mPOS,FMT_PA_0850,2017,2,10,5
442,mPOS,FMT_PA_0851,2017,2,10,5
443,mPOS,FMT_PA_0852,2017,2,10,5
444,mPOS,FMT_PA_0853,2017,2,10,5
445,mPOS,FMT_PA_0854,2017,2,10,5
446,mPOS,FMT_PA_0855,2017,2,10,5
447,mPOS,FMT_PA_0930,2017,2,10,5
448,mPOS,FMT_PA_0750,2017,2,10,5
449,mPOS,FMT_PA_0780,2017,2,10,5
450,mPOS,FMT_PA_0790,2017,2,10,5
451,mPOS,FMT_PA_0710,2017,2,10,5
452,000442,ODS_FIN_0351,2017,2,10,5
453,mPOS,FMT_CLM_0010,2017,2,10,5
454,002266,FMT_UNB_0201,2017,4,19,3
455,001414,ODS_PA_0630_P,2017,4,19,3
456,user18,ODS_POS_1010,2017,4,19,3
457,user1,ODS_POS_1140,2017,2,9,4
458,000442,ODS_FIN_0910,2017,2,9,4
459,000368,ODS_PA_0520_P,2017,2,9,4
460,mPOS,FMT_CLM_0010,2017,2,9,4
461,000368,ODS_PA_0521_P,2017,2,9,4
462,000368,ODS_PA_0520_P,2017,2,9,4
463,000368,ODS_PA_0520_P,2017,2,9,4
464,000368,ODS_PA_0520_P,2017,2,9,4
465,weiting,ODS_RI_0330,2017,2,9,4
466,calvin,ODS_PA_0621_P,2017,2,9,4
467,000124,ODS_FIN_0830,2017,2,9,4
468,000368,ODS_PA_0701_P,2017,2,9,4
469,000368,ODS_PA_0700_P,2017,2,9,4
470,000442,ODS_FIN_0610,2017,2,9,4
471,000124,ODS_FIN_0810,2017,2,9,4
472,roxana,ODS_POS_7150,2017,2,10,5
473,user1,ODS_POS_1010,2017,2,10,5
474,002064,ODS_PA_0680,2017,2,9,4
475,mPOS,FMT_POS_0070,2017,2,9,4
476,mPOS,FMT_POS_0080,2017,2,9,4
477,mPOS,FMT_POS_0090,2017,2,9,4
478,mPOS,ODS_POS_0060,2017,2,9,4
479,mPOS,FMT_POS_0310,2017,2,9,4
480,mPOS,FMT_POS_0100,2017,2,9,4
481,mPOS,FMT_POS_0110,2017,2,9,4
482,mPOS,FMT_POS_0340,2017,2,9,4
483,mPOS,FMT_POS_0130,2017,2,9,4
484,mPOS,FMT_POS_0470,2017,2,9,4
485,mPOS,FMT_POS_0150,2017,2,9,4
486,mPOS,FMT_POS_0360,2017,2,9,4
487,mPOS,FMT_POS_0180,2017,2,9,4
488,mPOS,FMT_POS_0270,2017,2,9,4
489,mPOS,FMT_POS_0290,2017,2,9,4
490,mPOS,FMT_POS_0320,2017,2,9,4
491,mPOS,FMT_POS_1570,2017,2,9,4
492,mPOS,FMT_POS_7210,2017,2,9,4
493,mPOS,FMT_POS_7220,2017,2,9,4
494,mPOS,FMT_POS_7230,2017,2,9,4
495,mPOS,ODS_POS_1670,2017,2,9,4
496,mPOS,ODS_POS_7160,2017,2,9,4
497,mPOS,FMT_PA_0850,2017,2,9,4
498,mPOS,FMT_PA_0851,2017,2,9,4
499,mPOS,FMT_PA_0852,2017,2,9,4
500,mPOS,FMT_PA_0853,2017,2,9,4
501,mPOS,FMT_PA_0854,2017,2,9,4
502,mPOS,FMT_PA_0855,2017,2,9,4
503,mPOS,FMT_PA_0930,2017,2,9,4
504,mPOS,FMT_PA_0750,2017,2,9,4
505,mPOS,FMT_PA_0780,2017,2,9,4
506,mPOS,FMT_PA_0790,2017,2,9,4
507,mPOS,FMT_PA_0710,2017,2,9,4
508,mPOS,FMT_POS_190,2017,2,9,4
509,mPOS,FMT_POS_190,2017,2,9,4
510,mPOS,FMT_POS_190,2017,2,9,4
511,mPOS,FMT_POS_0070,2017,2,9,4
512,mPOS,FMT_POS_0080,2017,2,9,4
513,mPOS,FMT_POS_0090,2017,2,9,4
514,mPOS,ODS_POS_0060,2017,2,9,4
515,mPOS,FMT_POS_0310,2017,2,9,4
516,mPOS,FMT_POS_0100,2017,2,9,4
517,mPOS,FMT_POS_0110,2017,2,9,4
518,mPOS,FMT_POS_0340,2017,2,9,4
519,mPOS,FMT_POS_0130,2017,2,9,4
520,mPOS,FMT_POS_0470,2017,2,9,4
521,mPOS,FMT_POS_0150,2017,2,9,4
522,mPOS,FMT_POS_0360,2017,2,9,4
523,mPOS,FMT_POS_0180,2017,2,9,4
524,mPOS,FMT_POS_0270,2017,2,9,4
525,mPOS,FMT_POS_0290,2017,2,9,4
526,mPOS,FMT_POS_0320,2017,2,9,4
527,mPOS,FMT_POS_1570,2017,2,9,4
528,mPOS,FMT_POS_7210,2017,2,9,4
529,mPOS,FMT_POS_7220,2017,2,9,4
530,mPOS,FMT_POS_7230,2017,2,9,4
531,mPOS,ODS_POS_1670,2017,2,9,4
532,mPOS,ODS_POS_7160,2017,2,9,4
533,mPOS,FMT_PA_0850,2017,2,9,4
534,mPOS,FMT_PA_0851,2017,2,9,4
535,mPOS,FMT_PA_0852,2017,2,9,4
536,mPOS,FMT_PA_0853,2017,2,9,4
537,mPOS,FMT_PA_0854,2017,2,9,4
538,mPOS,FMT_PA_0855,2017,2,9,4
